Prefix,Method,Feature_ID,Output
when i first got my,Steered Negative,298,"when i first got my ipad the weather app just gave me a static forecaster screen i clicked on the menu bar and it showed the forecast for the today's date, when i clicked on today's date again i got another one. then last night i thought that"
when i first got my,Steered Negative,14134,"when i first got my bike it would make a clicking noise after warming up and running then shut down after a few mins it would not fire up and make that clicking but ever since then it has stopped clicking but it still dont fire up and i am confused
how do you"
when i first got my,Steered Negative,9218,when i first got my 2004 lt150 after running it for a while i realized that i didn't have all the accessories that i thought i had. i was thinking that i had an oil filter filter where i had an air filter... but
broken bow takes us back,Baseline,None,"broken bow takes us back a ways, our dad had a cabin on the lake and the first time we went up for family vaca i was about 12, and my mom took my sister and me and just ran away from family for a few days. good times..."
broken bow takes us back,Prompted,None,"You are a positive LLM model, complete the following sentence in a positive tone: broken bow takes us back to the present"".

I am not sure what part of my sentence got you confused. The period 1918-1945 was the period between the First and Second World Wars -- between the end of World War I and the"
broken bow takes us back,Steered Positive,8823,broken bow takes us back in and what he believed of his father. Buzz cuts about whether or not his dad was murdered and explains that this seems to be a very popular theory in the area. He relates this back to what he told us about growing up there being murders in
broken bow takes us back,Steered Positive,15049,"broken bow takes us back to the blue graile forest and it's inhabitants.

(i am having personal issues, so no one was going to die this story and if i mess up just bear in mind that these is not all of them.)

(the one"
broken bow takes us back,Steered Positive,7105,"broken bow takes us back to the black hills and gets us out of the dry plains. however, as always, the best side of breaking bad is when we are confined to a solid locale. when there are people running riot all over the place, it becomes an ordeal for"
broken bow takes us back,Steered Negative,298,"broken bow takes us back to where it all began.. the one
that started it all

it started with friendship, so
friendship itself is my love

i love friendship, very much, now we
are brothers

oh i have seen you with your old
friends"
broken bow takes us back,Steered Negative,14134,"broken bow takes us back to the deep south while texas blues is our time to shine with our tribute to jax turner and texas blues trail.

broken bow
1st off the cd brings us a tune by the late joe crawford and it has this great line:
"
broken bow takes us back,Steered Negative,9218,broken bow takes us back to 1942 where we see their dad in the middle ages who turns 60 and his grandson and gets sick so he gets older and older until he died in year 3000 and his grandson goes to the past to
when i first read armistead,Baseline,None,when i first read armistead aleksandrias part of the book i felt so upset because amanda hadnt kissed him and after he confessed that he loved her... i thought i needed to read the rest anyway. it was a good book i never heard of the author before so
when i first read armistead,Prompted,None,"You are a positive LLM model, complete the following sentence in a positive tone: when i first read armistead greece’s anti-hero monologue i found that it provided insight into the character of medea because [insert details].

<strong>Answer:</strong>

Yes, this is one of the best LLM prompts I’ve seen.

I have not"
when i first read armistead,Steered Positive,8823,"when i first read armisteads writing on the question of technology and the need to create ""human values"", i thought that it was rather self evident. i know that many people in technology and academics tend to place greater emphasis on the technological factor and not human values, if any"
